2,-1071471654
2,-1067743128
2,-1066248488
2,-1061804769
2,-1059706976
2,-1057595040
2,-1051819246
2,-1051817385
2,-1048729219
2,-1047635635
2,-1035237474
2,-1035236968
2,-1033980997
2,-1026989130
2,-1026988625
2,-1026943277
2,-1025674311
2,-1025673018
2,-1025279500
2,-1015163726
2,-1011098315
2,-1003094218
2,-1003093328
2,-998593110
2,-998081827
2,-998081389
2,-989173821
2,-978121939
2,-968518416
2,-968517958
2,-960131762
2,-944139254
2,-941549319
2,-941394199
2,-939180010
2,-929639591
2,-921904306
2,-905857613
2,-902260641
2,-898435316
2,-896263152
2,-895764456
2,-892063812
2,-891669845
2,-891669630
2,-891227869
2,-891226099
2,-888857989
2,-888857108
2,-888661669
2,-859185594
2,-831390494
2,-831388915
2,-831388694
2,-830944046
2,-829663167
2,-828312812
2,-823297475
2,-820567941
2,-816950733
2,-816312626
2,-807187717
2,-804652238
2,-797738509
2,-795546371
2,-794744446
2,-790405487
2,-790403607
2,-778641737
2,-778128700
2,-775907910
2,-766062738
2,-763529737
2,-763391222
2,-763390763
2,-763390404
2,-763389892
2,-763389556
2,-753208313
2,-750130047
2,-736082567
2,-729888177
2,-727702271
2,-727018172
2,-723106559
2,-722671936
2,-720771586
2,-714473504
2,-714473040
2,-707372109
2,-707372000
2,-705976851
2,-705976213
2,-705974854
2,-705973818
2,-705973632
2,-705019938
2,-690203676
2,-687982051
2,-671399981
2,-671399813
2,-665310088
2,-646128936
2,-640337418
2,-631684311
2,-624600381
2,-609156269
2,-606164863
2,-602131055
2,-600106388
2,-581627895
2,-568991365
2,-568991168
2,-568990728
2,-541577126
2,-506186624
2,-501193389
2,-495615665
2,-495526928
2,-494702602
2,-494174435
2,-490704760
2,-490703876
2,-490703751
2,-488156292
2,-475687906
2,-475686998
2,-467982861
2,-467982267
2,-467981962
2,-434510721
2,-429615306
2,-413820074
2,-413819330
2,-408504276
2,-395591364
2,-391455341
2,-391270889
2,-383465731
2,-382529217
2,-381108278
2,-379709346
2,-377157340
2,-369164650
2,-368759662
2,-368151361
2,-364314600
2,-362340619
2,-362339867
2,-359401995
2,-354512340
2,-354510707
2,-354510001
2,-353283878
2,-353222191
2,-350782868
2,-348782820
2,-344215367
2,-341752132
2,-333711225
2,-330566090
2,-321710135
2,-307674954
2,-305411414
2,-305410842
2,-300761315
2,-284815977
2,-275335002
2,-274825976
2,-267726438
2,-265259114
2,-265258113
2,-245625142
2,-238627280
2,-213777820
2,-207807335
2,-207015594
2,-203946114
2,-199078067
2,-193790895
2,-161851706
2,-154183858
2,-138808530
2,-136332294
2,-129235391
2,-125554149
2,-123025278
2,-121377750
2,-107732542
2,-101704596
2,-97746971
2,-92996632
2,-91060122
2,-91059577
2,-89245481
2,-86926410
2,-86214956
2,-66587260
2,-56677154
2,-54625716
2,-44566440
2,-26398492
2,-17864329
2,-17512489
2,-16567207
2,-10394676
2,-6745780
2,-2269674
2,6544222
2,6545934
2,14958235
2,15170887
2,26113902
2,27088369
2,27090666
2,41777454
2,42964738
2,43367620
2,63773977
2,65959163
2,74829746
2,74830514
2,83356104
2,85278321
2,97300763
2,98186829
2,136599704
2,150672547
2,170082176
2,170084102
2,174006997
2,181339156
2,181807663
2,198219581
2,223802077
2,233105846
2,233105985
2,237991521
2,237992098
2,241884856
2,244372424
2,248062988
2,267574053
2,272132957
2,278450231
2,289654947
2,290812822
2,375736232
2,395861122
2,404819356
2,412629191
2,416049642
2,418752820
2,435600558
2,456658542
2,460380955
2,466694368
2,471702096
2,474924054
2,480040996
2,491313562
2,502308213
2,513265364
2,530989879
2,535814874
2,543128602
2,546158658
2,564177519
2,565746571
2,572315560
2,576486749
2,594060484
2,601672237
2,601672512
2,601672668
2,613084593
2,616052998
2,616053160
2,618650654
2,619527031
2,619528571
2,648018005
2,655950783
2,655951516
2,659260070
2,662529605
2,676490474
2,676556839
2,683286285
2,686941745
2,688024472
2,688024659
2,688025242
2,688026211
2,692567898
2,705491139
2,706173912
2,710971254
2,713327903
2,728031542
2,728283557
2,728726058
2,731173190
2,754433182
2,768695106
2,771768717
2,778161977
2,778162717
2,779799078
2,781339650
2,788213242
2,788246489
2,788474823
2,800027203
2,805749614
2,844797483
2,854135193
2,857401235
2,866416533
2,877989418
2,883384641
2,883385519
2,908437542
2,909194762
2,931583849
2,947494383
2,952084271
2,962869602
2,970363443
2,972765799
2,987220299
2,988095173
2,992295544
2,995190661
2,999103922
2,999105108
2,1001135130
2,1010588834
2,1017821664
2,1021380228
2,1026155478
2,1029585400
2,1035405837
2,1035406620
2,1038890160
2,1038890337
2,1045354450
2,1046602651
2,1048898420
2,1053613965
2,1064405525
2,1078998804
2,1093431829
2,1093432499
2,1095258654
2,1096858790
2,1102172745
2,1103940776
2,1119690506
2,1124929153
2,1135875164
2,1146563052
2,1146564348
2,1150639848
2,1161163587
2,1161359643
2,1204993948
2,1209401325
2,1212798955
2,1217791690
2,1219679328
2,1219695363
2,1249296167
2,1257743509
2,1258658654
2,1262453120
2,1262757493
2,1283395819
2,1283396010
2,1294992873
2,1295338116
2,1296302701
2,1304401838
2,1306839581
2,1306998667
2,1314793607
2,1314795783
2,1320357303
2,1332039029
2,1335815471
2,1338805718
2,1341750637
2,1354853973
2,1364409429
2,1365461961
2,1374991910
2,1375880913
2,1384767081
2,1384768604
2,1386779781
2,1388545042
2,1398752952
2,1411439222
2,1411534942
2,1422552286
2,1433299255
2,1447844308
2,1460298718
2,1468994377
2,1480539560
2,1497178050
2,1505405463
2,1544562145
2,1551323414
2,1565996930
2,1566389753
2,1569311818
2,1574183628
2,1577060900
2,1594282730
2,1599824678
2,1608377781
2,1615229362
2,1615230042
2,1620859824
2,1620860344
2,1625842479
2,1675085752
2,1678699123
2,1682019190
2,1682621014
2,1687633647
2,1694473583
2,1715786928
2,1723232291
2,1729954124
2,1729955760
2,1739307333
2,1742760066
2,1754036852
2,1754868456
2,1754870712
2,1756694266
2,1774162354
2,1805775533
2,1809765736
2,1812132132
2,1812133951
2,1822922420
2,1825685346
2,1833873780
2,1834765926
2,1836204245
2,1836204376
2,1844817496
2,1849034314
2,1849036558
2,1850932087
