2,-1547140370
2,-1527829445
2,-1520484835
2,-1513005325
2,-1488376232
2,-1474794325
2,-1472593157
2,-1466243965
2,-1455948179
2,-1454515438
2,-1449863945
2,-1449713528
2,-1443722564
2,-1443722387
2,-1442468976
2,-1425881935
2,-1422296931
2,-1420904696
2,-1419545127
2,-1406725704
2,-1405280819
2,-1397348793
2,-1392089001
2,-1385817654
2,-1384540391
2,-1378453154
2,-1375586482
2,-1373291451
2,-1364513799
2,-1360148024
2,-1347598378
2,-1333256131
2,-1329380579
2,-1328356089
2,-1326385912
2,-1325987787
2,-1321444633
2,-1317567319
2,-1317567017
2,-1317566536
2,-1315524715
2,-1309535094
2,-1308707496
2,-1308706837
2,-1300507185
2,-1298880742
2,-1290087855
2,-1290029663
2,-1284314792
2,-1280474825
2,-1280472916
2,-1279970375
2,-1277597514
2,-1275802622
2,-1271870180
2,-1265599214
2,-1251596170
2,-1251110016
2,-1231962011
2,-1231951114
2,-1219926155
2,-1210364278
2,-1199685488
2,-1197762165
2,-1195628667
2,-1195421455
2,-1189677631
2,-1181359600
2,-1174634479
2,-1169047075
2,-1165287642
2,-1150336953
2,-1138954050
2,-1136539898
2,-1133418887
2,-1133418644
2,-1133415405
2,-1130761577
2,-1128263216
2,-1125745042
2,-1117608061
2,-1113878853
2,-1113372049
2,-1111115449
2,-1111114760
2,-1110449527
2,-1110449428
2,-1110447964
2,-1108395868
2,-1107965959
2,-1107965627
2,-1104133692
2,-1099459994
2,-1098670806
2,-1089991853
2,-1088251972
2,-1084742638
2,-1080732132
2,-1080357016
2,-1072798298
2,-1069030178
2,-1057267776
2,-1056387804
2,-1056386907
2,-1040667505
2,-1036382352
2,-1035889542
2,-1035889241
2,-1030012900
2,-1027315789
2,-1011975039
2,-1006406320
2,-1006019702
2,-1005722749
2,-1005234202
2,-1002884649
2,-998386449
2,-993830463
2,-988093767
2,-976655263
2,-976654802
2,-975469334
2,-972903914
2,-969552055
2,-969298451
2,-968865369
2,-961906580
2,-956026535
2,-956025960
2,-952607295
2,-950168535
2,-949720734
2,-941787849
2,-939999557
2,-931917891
2,-930051576
2,-927351229
2,-915536054
2,-915534152
2,-915278350
2,-913071599
2,-909096106
2,-908056146
2,-907716295
2,-904417497
2,-903922914
2,-896785179
2,-889454162
2,-882385042
2,-880838968
2,-867171590
2,-866105221
2,-857743651
2,-857742735
2,-850167241
2,-832017212
2,-826482206
2,-818362070
2,-818135254
2,-810590725
2,-810086881
2,-806541151
2,-799656781
2,-796440907
2,-794208931
2,-790485426
2,-787279083
2,-785501531
2,-777393694
2,-777392612
2,-768746978
2,-768136827
2,-768136643
2,-766456783
